,wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links
922,4009625,환경부,구례군(서시교),전라남도 구례군,구례읍 봉동리 서시교,127-28-29,35-12-40 ,20.37, , , , ,8.18,N,[]
923,4009628,한국농어촌공사,효곡,전라남도 구례군,간전면 금산리 127,127-32-20,35-07-56 , , , , , , ,N,[]
924,4009630,환경부,구례군(송정리),전라남도 구례군,토지면 송정리 639-1,127-33-31,35-11-32 ,6.217, ,14.5,17, ,19.17,Y,[]
925,4009638,환경부,하동군(가탄교),경상남도 하동군,화개면 탑리,127-37-58,35-12-01 ,20.95, , , , ,6.03,N,[]
926,4009640,환경부,광양시(남도대교),전라남도 광양시,다압면 하천리,127-37-34,35-10-51 ,4.07, , , , ,14.51,N,[]
927,4009650,환경부,광양시(고사리),전라남도 광양시,다압면,127-41-09,35-08-06 ,.96, , , , ,11.68,N,[]
928,4009665,환경부,하동군(읍내리),경상남도 하동군,하동읍 읍내리 1563,127-44-25,35-03-60 ,-6.16, ,12,13, ,14.81,Y,[]
929,4009668,한국농어촌공사,하동,경상남도 하동군,청암면 중이리 1483,127-47-05,35-09-49 , , , , , , ,N,[]
930,4009670,환경부,하동군(대석교),경상남도 하동군,적량면 고절리 대석교,127-47-01,35-03-33 ,2.05, , , , ,5.63,N,[]
931,4104603,한국수자원공사,순천시(송전교),전라남도 순천시,승주읍 신성리 송전교,127-22-53,35-00-17 ,159.97, , , , , ,N,[]
932,4104610,한국수자원공사,순천시(노동교),전라남도 순천시,상사면 봉내리 노동교,127-22-43,34-57-14 ,0, , , , , ,N,[]
933,4104620,한국수자원공사,순천시(주암조절지댐),전라남도 순천시,상사면 용계리 170,127-25-12,34-56-45 ,0, , , , , ,N,[]
934,4104625,한국수자원공사,순천시(주암조절지방수로),전라남도 순천시,상사면 용계리 170,127-25-32,34-56-43 ,0, , , , , ,N,[]
935,4104655,한국수자원공사,순천시(주암조절지조정지댐),전라남도 순천시,상사면 용계리 170,127-26-20,34-56-48 ,0, , , , , ,N,[]
936,4104665,환경부,순천시(노디목교),전라남도 순천시,상사면 응령리 노디목교,127-27-12,34-56-26 ,9.02, , , , ,4.38,N,[]
937,4104680,환경부,순천시(동천교),전라남도 순천시,풍덕동 630-1,127-30-10,34-55-49 ,2.76, , , , ,4.94,N,[]
938,4104685,환경부,순천시(연동교),전라남도 순천시,교량동 연동교,127-29-15,34-55-00 ,2.91, , , , ,4.38,N,[]
939,4105210,한국수자원공사,수어댐,전라남도 광양시,진상면 섬거리 35-1,127-43-14,35-01-46 ,0, ,0,0, ,0,N,[]
940,4105630,환경부,광양시(서산교),전라남도 광양시,광양읍 칠성리,127-34-48,34-58-04 ,6.78, , , , , ,N,[]
941,4105640,환경부,광양시(용강교),전라남도 광양시,광양읍,127-36-07,34-58-29 ,4.54, , , , ,4.19,N,[]
942,4105660,한국수자원공사,수어댐,전라남도 광양시,진상면 섬거리 35-1,127-43-00,35-01-57 ,69.121, , , , , ,N,[]
943,4105665,한국수자원공사,광양시(지원교),전라남도 광양시,진상면 지원리 신지원교(일반국도 2호선),127-43-32,35-00-45 ,.685, ,0,0, ,0,N,[]
944,4105670,한국수자원공사,광양시(수어천교),전라남도 광양시,진월면 진정리 수어천교(군도10호선),127-43-00,34-59-07 ,-3.215, ,0,0, ,0,N,[]
945,5001610,환경부,담양군(담양댐),전라남도 담양군,용면 도림리 취수탑 도교,127-00-50,35-22-24 ,0, , , , ,124.4,N,[]
946,5001615,환경부,담양군(금월교),전라남도 담양군,담양읍 학동리 금월교 하류,127-01-00,35-19-58 ,53.59,1.5,2,2.5,3,3.65,N,[]
947,5001616,한국수자원공사,담양군(중방4교),전라남도 담양군,월산면 중월리 460-24,126-56-44,35-20-29 ,80.87, , , , , ,N,[]
948,5001617,한국수자원공사,담양군(월계교),전라남도 담양군,월산면 월계리 615-24,126-58-23,35-20-59 ,55.21, , , , , ,N,[]
949,5001618,한국수자원공사,담양군(장천교),전라남도 담양군,용면 두장리 장천교,126-59-23,35-20-52 ,60.96, , , , , ,N,[]
950,5001620,환경부,담양군(덕용교),전라남도 담양군,무정면 봉안리 덕용교,127-02-21,35-17-22 ,50.31, , , , ,3.5,N,[]
951,5001625,환경부,담양군(삼지교),전라남도 담양군,수북면 정중리 삼지교 하류,126-56-09,35-16-14 ,26.88, , , , ,4.45,N,[]
952,5001627,환경부,담양군(양지교),전라남도 담양군,봉산면 양지리,126-56-37,35-15-22 ,28.09, , , , ,6.11,N,[]
953,5001630,환경부,담양군(광주댐),전라남도 담양군,고서면 분향리 광주광역시댐내,126-59-22,35-11-60 ,2.45, , , , ,77.45,N,[]
954,5001640,환경부,광주광역시(용산교),광주광역시 북구,용전동 1027-3 용산교 하류 (舊 광주),126-53-19,35-14-26 ,20.76, , , , ,3.33,N,[]
955,5001645,환경부,광주광역시(첨단대교),광주광역시 광산구,오룡동,126-51-25,35-13-03 ,15.92, , , , ,5.19,N,[]
956,5001650,환경부,광주광역시(유촌교),광주광역시 서구,유촌동 30,126-51-24,35-10-01 ,15.64, , , , ,4.85,N,[]
957,5001655,환경부,광주광역시(풍영정천2교),광주광역시 광산구,월곡동 풍영정천2교 하류,126-48-53,35-10-18 ,12.29, , , , , ,N,[]
958,5001660,환경부,광주광역시(어등대교),광주광역시 광산구,우산동 어등대교 하류 (舊 어등),126-49-23,35-09-36 ,8.47, , , , ,6.56,N,[]
959,5001670,환경부,광주광역시(설월교),광주광역시 동구,학동 설월교 (舊 학동),126-55-39,35-07-46 ,52.7, , , , ,4.31,N,[]
960,5001673,환경부,광주광역시(천교),광주광역시 서구,양동 천교,126-54-26,35-09-04 ,34.9, , , , ,4.1,N,[]
961,5001680,환경부,광주광역시(극락교),광주광역시 서구,벽진동 564-1,126-49-33,35-08-09 ,4.702, ,7.5,8.5, ,8.81,Y,[]
962,5002201,한국수자원공사,평림댐,전라남도 장성군,삼계면 수옥리 762-3,126-40-15,35-18-14 ,0, ,0,0, ,0,N,[]
963,5002610,환경부,장성군(용동교),전라남도 장성군,북하면,126-53-27,35-24-16 ,94.97, , , , ,3.99,N,[]
964,5002620,환경부,장성군(장성댐),전라남도 장성군,장성읍 용강리 취수탑,126-49-10,35-21-34 ,0, , , , ,91,N,[]
965,5002643,환경부,장성군(금계리),전라남도 장성군,서삼면 금계리 566-27,126-46-34,35-19-10 ,42.11, , , , ,4.24,N,[]
966,5002650,환경부,장성군(제2황룡교),전라남도 장성군, 황룡면 월평리 163,126-46-12,35-17-27 ,35.561, ,3.5,4.5, ,5.13,Y,[]
967,5002660,환경부,광주광역시(용진교),광주광역시 광산구,임곡동 용진교 (舊 임곡),126-44-48,35-12-55 ,22.43, , , , ,5.37,N,[]
968,5002666,환경부,장성군(수양저수지),전라남도 장성군,삼서면 두월리,126-40-45,35-13-43 ,0, , , , ,48.4,N,[]
969,5002667,한국농어촌공사,수양(함동),전라남도 장성군,삼서면 두월리 1019,126-40-45,35-13-44 , , , , , , ,N,[]
970,5002670,한국수자원공사,장성군(죽탄교),전라남도 장성군,삼계면 상도리 718-1,126-41-59,35-15-10 ,51.02, , , , , ,N,[]
971,5002673,한국수자원공사,장성군(수산리),전라남도 장성군,삼계면 수산리 780,126-39-57,35-18-31 ,112.22, , , , , ,N,[]
972,5002677,환경부,광주광역시(평림교),광주광역시 광산구,지평동 죽산교 하류,126-41-24,35-09-55 ,21.692, , , , ,21.4,N,[]
973,5002680,한국수자원공사,장성군(평림댐),전라남도 장성군,삼계면 수옥리 산210-1,126-41-03,35-16-56 ,0, , , , , ,N,[]
974,5002690,환경부,광주광역시(장록교),광주광역시 광산구,광산구 도산동 976-19,126-47-06,35-08-03 ,8.047, ,5.5,6.5, ,7,Y,[]
975,5003604,한국수자원공사,화순군(세청교),전라남도 화순군,이양면 오류리 세청교,126-59-13,34-53-25 ,71.2, , , , , ,N,[]
976,5003605,환경부,화순군(용두교),전라남도 화순군,춘양면 용두리 용두교,126-58-58,34-56-25 ,48.8, , , , ,4.88,N,[]
977,5003606,한국수자원공사,화순군(한지교),전라남도 화순군,이양면 품평리 1138-41,126-58-51,34-54-37 ,63.952, , , , , ,N,[]
978,5003607,한국수자원공사,화순군(구입교),전라남도 화순군,이양면 강성리 805-40,126-59-13,34-55-56 ,57.078, , , , , ,N,[]
979,5003610,환경부,화순군(능주교),전라남도 화순군,능주면 석고리 능주교 하류,126-57-37,34-59-49 ,33.43, , , , ,3.43,N,[]
980,5003615,환경부,화순군(주도교),전라남도 화순군,화순읍 주도리 주도교 상류,126-56-51,35-01-58 ,33.95, , , , ,3.67,N,[]
981,5003620,환경부,화순군(신성교),전라남도 화순군,도곡면 평리 신성교 하류,126-53-46,35-00-13 ,19.65, , , , ,6.4,N,[]
982,5003640,환경부,나주시(나주댐),전라남도 나주시,다도면 판촌리 취수탑 도교,126-50-40,34-57-50 ,0, , , , ,65.95,N,[]
983,5003650,환경부,나주시(우산교),전라남도 나주시,남평읍 우산리 우산교,126-52-57,34-59-00 ,25.57, , , , ,8.03,N,[]
984,5003680,환경부,나주시(남평교),전라남도 나주시,남평읍 남평리 283,126-50-43,35-02-58 ,11.15, ,4.5,5.5, ,6.49,Y,[]
985,5004620,환경부,광주광역시(승용교),광주광역시 광산구,용봉동 승용교 하류 (舊 본동),126-46-20,35-04-16 ,3.87, , , , ,7.8,N,[]
986,5004630,환경부,승촌보(하류),광주광역시 남구,승촌동 495-4천,126-45-35,35-03-48 ,-1.22, , , , ,12.77,N,[]
987,5004650,환경부,나주시(나주대교),전라남도 나주시,삼도동 913,126-43-56,35-02-14 ,-2.566, ,10,11, ,13.32,Y,[]
988,5004655,환경부,나주시(동곡리),전라남도 나주시,세지면 동곡리,126-42-58,34-58-03 ,3.92, , , , ,5.38,N,[]
989,5004670,환경부,나주시(영산교),전라남도 나주시,영산동 영산교 하류부,126-42-17,34-59-56 ,-4.57, , , , ,13.95,N,[]
990,5004690,환경부,나주시(회진리),전라남도 나주시,다시면 회진리,126-40-16,34-59-56 ,-4.62, , , , ,8.16,N,[]
991,5004696,환경부,죽산보,전라남도 나주시,왕곡면 옥곡리 죽산교,126-38-08,34-58-19 ,0, , , , ,7.39,N,[]
992,5004698,환경부,죽산보(하류),전라남도 나주시,다시면 죽산리,126-37-24,34-58-10 ,0, , , , ,7.1,N,[]
993,5005650,환경부,함평군(나산교),전라남도 함평군,나산면 삼축리 나산교 하류,126-36-43,35-06-42 ,12.97, , , , ,5.33,N,[]
994,5005680,환경부,함평군(원고막교),전라남도 함평군,학교면 고막리 원고막교 상류,126-35-28,35-02-07 ,1.23, , , , ,6.24,N,[]
995,5006610,환경부,함평군(동강교),전라남도 함평군,학교면 곡창리 동강교 상류,126-32-44,34-59-03 ,-7.03, , , , ,11.93,N,[]
997,5006620,환경부,함평군(영수교),전라남도 함평군,함평읍 기각리 영수교 상류,126-31-22,35-03-58 ,4.41, , , , ,5.39,N,[]
998,5006621,한국농어촌공사,대동,전라남도 함평군,대동면 운교리 152,126-30-38,35-07-05 , , , , , , ,N,[]
999,5006630,환경부,함평군(학야교),전라남도 함평군,엄다면 학야리 학야교 하류,126-31-42,35-01-07 ,-.78, , , , ,7.12,N,[]
1000,5006670,환경부,무안군(몽탄대교),전라남도 무안군,몽탄면 몽강리 몽탄대교 상류,126-31-18,34-54-15 ,-6.86, , , , ,9.5,N,[]
1001,5007640,환경부,영암군(해창교),전라남도 영암군,덕진면 용산리 해창교,126-38-59,34-49-15 ,-2.86, , , , ,4.3,N,[]
1002,5008690,환경부,하구언(내),전라남도 영암군,삼호면 나불리 삼호대교,126-26-57,34-47-10 ,0, , , , ,1.64,N,[]
1003,5008695,환경부,하구언(외),전라남도 영암군,삼호면 나불리 하구언,126-26-57,34-47-10 ,0, , , , , ,N,[]
1004,5101620,한국수자원공사,장흥군(동산교),전라남도 장흥군,유치면 봉덕리 514,126-53-26,34-48-59 ,104.26, , , , , ,N,[]
1005,5101631,한국수자원공사,장흥군(장흥댐),전라남도 장흥군,부산면 지천리 133-1,126-53-07,34-45-02 ,0, , , , , ,N,[]
1006,5101650,환경부,장흥군(별천교),전라남도 장흥군,부산면 금자리 별천교 하류,126-54-22,34-43-53 ,30.09, , , , ,5.45,N,[]
1007,5101670,환경부,장흥군(예양교),전라남도 장흥군,장흥읍 예양리 197-1,126-54-11,34-40-29 ,14.974, ,3.5,4.5, ,5.24,Y,[]
1008,5101675,환경부,장흥군(감천교),전라남도 장흥군,장흥읍 순지리 감천교,126-53-12,34-39-44 ,10.73, , , , ,5.56,N,[]
1009,5101680,한국수자원공사,강진군(풍동리),전라남도 강진군,군동면 풍동리 1104,126-52-14,34-38-59 ,6.59, , , , , ,N,[]
1010,5101690,환경부,강진군(석교교),전라남도 강진군,군동면 석교리 석교교 상류,126-48-58,34-38-11 ,.31, , , , ,8.14,N,[]
1011,5301660,환경부,고창군(부정교),전라북도 고창군,아산면 계산리 부전교 (舊 계산),126-37-24,35-28-21 ,7.04, , , , ,4.86,N,[]
1012,5301690,환경부,고창군(용선교),전라북도 고창군,심원면 용기리 용선교 (舊 용선),126-35-42,35-31-46 ,-1.09, , , , ,6.45,N,[]
1013,5302620,환경부,영광군(반와교),전라남도 영광군,영광읍 양평리 반와교,126-30-26,35-18-59 ,2.85, , , , ,4.31,N,[]
1014,5302640,한국농어촌공사,불갑,전라남도 영광군,불갑면 녹산리 174-2,126-30-31,35-13-31 , , , , , , ,N,[]
1015,5302660,환경부,영광군(외간교),전라남도 영광군,군남면 동간리,126-27-58,35-14-56 ,3.37, , , , ,5.77,N,[]
1016,6001650,환경부,제주시(개롱이교),제주특별자치도 제주시 애월읍,금성리,126-18-03,33-26-12 ,16.685, , , , , ,N,[]
1017,6002670,환경부,제주시(제2동산교),제주특별자치도 제주시 오라일동, ,126-30-43,33-29-45 ,51.845, , , , , ,N,[]
1018,6003620,환경부,서귀포시(개끄리민교),제주특별자치도 서귀포시 안덕면,감산리,126-20-31,33-14-38 ,5.132, , , , , ,N,[]
1019,6004670,환경부,서귀포시(평화교),제주특별자치도 서귀포시 성산읍,신천리,126-50-48,33-20-33 ,13.477, , , , , ,N,[]
