rfobscd,agcnm,obsnm,addr,etcaddr,lon,lat,links,시도명,시군구명
20124037,한국수자원공사,포항시(죽장면),경상북도 포항시 북구 죽장면 현내리 552-1, ,129.07583333333332,36.19972222222222,[],경상북도,포항시
20124040,환경부,경산시(자인중학교),경상북도 경산시,자인면 북사리 242 (자인중학교),128.82166666666666,35.82027777777778,[],경상북도,경산시
20124050,기타,부산,부산광역시 동구,초량동              부산청,129.0,36.05,[],부산광역시,동구
20124060,환경부,신천,대구광역시 달성군,가창면 용계리 가창댐사무소,128.61805555555557,35.79722222222222,[],대구광역시,달성군
20124070,환경부,영천시(치산리),경상북도 영천시,신령면 치산리 1950,128.72333333333333,36.059444444444445,[],경상북도,영천시
20124080,환경부,대구시(오리),대구광역시 달성군,가창면 오리 산110,128.60055555555556,35.78388888888889,[],대구광역시,달성군
20124090,환경부,대구시(신암동),대구광역시 동구,불로동 1107-1 (보성2차APT앞),128.63444444444443,35.891666666666666,[],대구광역시,동구
20124100,환경부,영천시(정각리),경상북도 영천시,화북면 정각리 336,128.99416666666664,36.13,[],경상북도,영천시
20124118,한국수자원공사,영천시(영천댐),경상북도 영천시 자양면 성곡리 113-2, ,129.03805555555556,36.073055555555555,[],경상북도,영천시
20124120,환경부,영천시(가수리),경상북도 영천시,고경면 가수리 232-14,129.07805555555555,36.001666666666665,[],경상북도,영천시
20124130,환경부,영천시(금창교),경상북도 영천시,금호읍 교대리 661 (금창교),128.87555555555556,35.93055555555555,[],경상북도,영천시
20124150,환경부,대구시(성동교),대구광역시 수성구,성동 566-1 (성동교),128.72361111111113,35.85194444444445,[],대구광역시,수성구
20124160,환경부,칠곡군(금암리),경상북도 칠곡군,동명면 금암리 225-15,128.55583333333334,35.98305555555556,[],경상북도,칠곡군
20124170,환경부,경산시(와촌초교),경상북도 경산시,와촌면 동강리 91 (와촌초교),128.8375,35.95055555555556,[],경상북도,경산시
20124190,한국수자원공사,포항시(지동리),경상북도 포항시 북구 죽장면 지동리 산49-5, ,129.06611111111113,36.136944444444445,[],경상북도,포항시
20124200,한국수자원공사,영천시(보현산댐),경상북도 영천시 화북면,입석리 산2-1,128.9488888888889,36.12777777777778,[],경상북도,영천시
20124210,한국수자원공사,영천시(굼이교),경상북도 영천시,화북면 하송리 595,128.92277777777778,36.14944444444444,[],경상북도,영천시
20134010,환경부,고령군(회천교),경상북도 고령군,고령읍 장기리 331 (회천교),128.2777777777778,35.72916666666667,[],경상북도,고령군
20134020,환경부,합천군(야로면사무소),경상남도 합천군,야로면 구정리 290-1 (야로면사무소),128.16777777777776,35.70527777777778,[],경상남도,합천군
20134030,환경부,성주군(옥화리),경상북도 성주군,대가면 옥화리 358-1,128.18833333333333,35.89361111111111,[],경상북도,성주군
20134040,환경부,성주군(신파리),경상북도 성주군,수륜면 신파리 산78 (국도59호선 일원),128.16694444444443,35.815,[],경상북도,성주군
20144010,환경부,대구시(성하리),대구광역시 달성군,현풍면 성하리 274 (현풍휴게소 뒤),128.43416666666667,35.70277777777778,[],대구광역시,달성군
20144020,환경부,대구시(사문진교),대구광역시 달성군,화원면 성산리 744-11 (사문진교),128.47416666666666,35.81222222222222,[],대구광역시,달성군
20144030,환경부,고령군(고령교),경상북도 고령군,성산면 삼대리 112-3 (고령교),128.38694444444442,35.75277777777778,[],경상북도,고령군
20154010,환경부,거창군(산포리),경상남도 거창군,웅양면 산포리 1928-2,127.91888888888889,35.824444444444445,[],경상남도,거창군
20154020,환경부,거창군(병곡리),경상남도 거창군,북상면 병곡리 663-2,127.78194444444445,35.80277777777778,[],경상남도,거창군
20154030,한국수자원공사,거창군(농산리),경상남도 거창군,북상면 농산리 476-1,127.8125,35.76916666666666,[],경상남도,거창군
20154040,한국수자원공사,거창군(거열교),경상남도 거창군,거창읍 원상동 거창3교,127.9,35.680277777777775,[],경상남도,거창군
20154050,한국수자원공사,거창군(노현리),경상남도 거창군,웅양면 노현리 975-4,127.91055555555556,35.808055555555555,[],경상남도,거창군
20154060,한국수자원공사,거창군(덕산리),경상남도 거창군,신원면 덕산리 214-1,127.91583333333334,35.6,[],경상남도,거창군
20154070,한국수자원공사,거창군(우혜리),경상남도 거창군,가북면 우혜리 산245-2,127.99166666666667,35.75861111111111,[],경상남도,거창군
20154080,한국수자원공사,거창군(지산교),경상남도 거창군,가조면 기리 지산교,128.01666666666668,35.663333333333334,[],경상남도,거창군
20164020,환경부,합천군(남정교),경상남도 합천군,대양면 정양리 613 (남정교),128.16166666666666,35.5575,[],경상남도,합천군
20164030,환경부,합천군(황강교),경상남도 합천군,적중면 죽고리 922-1 (황강교),128.2927777777778,35.57194444444445,[],경상남도,합천군
20174010,환경부,창녕군(본초리),경상남도 창녕군,대지면 본초리 284-9,128.45305555555555,35.53055555555555,[],경상남도,창녕군
20174020,환경부,의령군(부림면사무소),경상남도 의령군,부림면 신반리 545-2 (부림면사무소),128.32472222222222,35.46638888888889,[],경상남도,의령군
20174030,환경부,의령군(청계리),경상남도 의령군,봉수면 청계리 34-1,128.23638888888888,35.478611111111114,[],경상남도,의령군
20174040,환경부,합천군(적포교),경상남도 합천군,청덕면 앙진리 1 (적포교),128.35916666666665,35.527499999999996,[],경상남도,합천군
20184020,환경부,마천2,경상남도 함양군,마천면 가흥리 마천면사무소,127.66666666666667,35.394444444444446,[],경상남도,함양군
20184040,기타,시천,경상남도 산청군,시천면    현리  시천면사무소,127.83333333333333,35.266666666666666,[],경상남도,산청군
20184060,환경부,남원시(화수리),전라북도 남원시,운봉읍 화수리 751-2,127.55166666666666,35.45,[],전라북도,남원시
20184070,환경부,함양군(중남리),경상남도 함양군,서상면 중남리 897-1,127.67361111111111,35.70611111111111,[],경상남도,함양군
20184100,환경부,산청군(홍계리),경상남도 산청군,삼장면 홍계리 1058-5,127.84194444444444,35.35138888888889,[],경상남도,산청군
20184110,환경부,산청군(상중리),경상남도 산청군,차황면 상중리 458,127.93055555555556,35.48111111111111,[],경상남도,산청군
20184120,환경부,수곡2,경상남도 진주시,수곡면 대천리 수곡면사무소,127.93472222222222,35.19583333333333,[],경상남도,진주시
20184130,한국수자원공사,산청군(경호교),경상남도 산청군,산청읍 산청리,127.87444444444444,35.418055555555554,[],경상남도,산청군
20184140,한국수자원공사,산청군(창촌리),경상남도 산청군,단성면 백운리,127.89277777777778,35.269999999999996,[],경상남도,산청군
20184150,환경부,함양군(삼정리),경상남도 함양군,마천면 삼정리 산115,127.64194444444445,35.359722222222224,[],경상남도,함양군
20184160,환경부,산청군(동당리),경상남도 산청군,시천면 동당리 573-5,127.77638888888889,35.27222222222222,[],경상남도,산청군
20184170,한국수자원공사,합천군(소오리),경상남도 합천군,삼가면 소오리,128.1175,35.413888888888884,[],경상남도,합천군
20184180,한국수자원공사,남원시(운봉읍),전라북도 남원시,운봉읍 화수리 145-215,127.56361111111111,35.448055555555555,[],전라북도,남원시
20184190,한국수자원공사,함양군(의탄리),경상남도 함양군,마천면 의탄리,127.68277777777779,35.401944444444446,[],경상남도,함양군
20184200,한국수자원공사,함양군(금천리),경상남도 함양군,안의면 금천리,127.81555555555555,35.62777777777778,[],경상남도,함양군
20184210,한국수자원공사,남원시(덕동리),전라북도 남원시,산내면 덕동리,127.5461111111111,35.346944444444446,[],전라북도,남원시
20184220,한국수자원공사,남원시(의지리),전라북도 남원시,아영면 의지리,127.61583333333333,35.52777777777778,[],전라북도,남원시
20184230,한국수자원공사,함양군(운곡리),경상남도 함양군,서하면 운곡리,127.68138888888889,35.6375,[],경상남도,함양군
20184240,한국수자원공사,산청군(내대리),경상남도 산청군,시천면 내대리,127.7238888888889,35.284166666666664,[],경상남도,산청군
20184250,한국수자원공사,함양군(용평리),경상남도 함양군,함양읍 용평리,127.73138888888889,35.51361111111111,[],경상남도,함양군
20184260,한국수자원공사,산청군(내원리),경상남도 산청군,삼장면 내원리,127.7863888888889,35.31472222222222,[],경상남도,산청군
20184270,한국수자원공사,함양군(화촌리),경상남도 함양군,유림면 화촌리,127.7911111111111,35.464444444444446,[],경상남도,함양군
20184280,한국수자원공사,하동군(위태리),경상남도 하동군,청암면 위태리,127.8436111111111,35.20111111111111,[],경상남도,하동군
20184290,한국수자원공사,하동군(대곡리),경상남도 하동군,옥종면 대곡리,127.92027777777778,35.17861111111111,[],경상남도,하동군
20184300,한국수자원공사,진주시(자매리),경상남도 진주시,수곡면 자매리,127.92833333333334,35.23555555555556,[],경상남도,진주시
20184310,한국수자원공사,산청군(실매리),경상남도 산청군,차황면 실매리,127.93222222222222,35.49166666666667,[],경상남도,산청군
20184320,한국수자원공사,산청군(하정리),경상남도 산청군,신안면 하정리,127.99583333333334,35.32,[],경상남도,산청군
20184340,환경부,구례군(문수리),전라남도 구례군,토지면 문수리,127.52888888888889,35.29333333333333,[],전라남도,구례군
20184350,한국수자원공사,산청군(장천리),경상남도 산청군,신등면 장천리 484-3,127.99111111111111,35.40888888888889,[],경상남도,산청군
20184360,한국수자원공사,산청군(향양리),경상남도 산청군,생초면 향양리 728-2,127.86222222222221,35.55444444444444,[],경상남도,산청군
20194020,한국수자원공사,진주시(장대동),경상남도 진주시,장대동 356-17,128.08666666666667,35.190555555555555,[],경상남도,진주시
20194030,환경부,진주시(운천리),경상남도 진주시,일반성면 운천리 867,128.26333333333332,35.17333333333333,[],경상남도,진주시
20194040,환경부,함안군(대사교),경상남도 함안군,함안면 대산리 1242-2(대사교),128.4261111111111,35.255,[],경상남도,함안군
20194050,환경부,의령군(정암교),경상남도 의령군,의령읍 정암리 430-43 ((구)정암교),128.29527777777778,35.31333333333333,[],경상남도,의령군
20194060,환경부,의령군(성산리),경상남도 의령군,지정면 성산리 1106-4,128.42916666666665,35.39083333333333,[],경상남도,의령군
20194070,환경부,의령군(칠곡초교),경상남도 의령군,칠곡면 외조리 85-2 (칠곡초교),128.19472222222223,35.34111111111111,[],경상남도,의령군
20194075,환경부,고성군(두문교),경상남도 고성군,영오면 오서리 1611-1 (두문교),128.19083333333333,35.09861111111111,[],경상남도,고성군
20204010,환경부,창녕군(영산면사무소),경상남도 창녕군,영산면 동리 137-3 (영산면사무소),128.5277777777778,35.453611111111115,[],경상남도,창녕군
20204020,환경부,창원시(수산대교),경상남도 창원시,의창구 대산면 모산리 701 (수산대교),128.71416666666664,35.36527777777778,[],경상남도,창원시
20204030,환경부,창녕군(청암리),경상남도 창녕군,부곡면 청암리 1110 (청암취수장옆),128.60083333333333,35.39555555555555,[],경상남도,창녕군
20204040,환경부,함안군(계내리),경상남도 함안군,칠서면 계내리 343 (진동양수장옆),128.4836111111111,35.38333333333333,[],경상남도,함안군
20204050,환경부,밀양시(내진초교),경상남도 밀양시,무안면 양효리 349 (구 내진초교),128.65194444444444,35.522777777777776,[],경상남도,밀양시
20214010,기타,밀양2,경상남도 밀양군,밀양읍 내일동,128.75,35.483333333333334,[],경상남도,밀양군
20214020,환경부,밀양시(남포동),경상남도 밀양시,남포동 408,128.78527777777776,35.461111111111116,[],경상남도,밀양시
20214030,환경부,밀양시(용전리),경상남도 밀양시,산내면 용전리 산192-1,128.86249999999998,35.56583333333333,[],경상남도,밀양시
20214040,환경부,청도군(삼신리),경상북도 청도군,화양읍 삼신리 1110-10,128.72611111111112,35.68083333333333,[],경상북도,청도군
20214050,환경부,경산시(곡신리),경상북도 경산시,용성면 곡신리 858-36,128.8725,35.79194444444444,[],경상북도,경산시
20214060,한국수자원공사,경주시(내칠리),경상북도 경주시,산내면 내칠리 1051-1,129.02361111111114,35.774166666666666,[],경상북도,경주시
20214090,환경부,청도군(수월리),경상북도 청도군,풍각면 수월리 산101,128.55444444444444,35.666666666666664,[],경상북도,청도군
20214100,한국수자원공사,양산시(선리),경상남도 양산시,원동면 선리 202,129.00694444444446,35.50972222222222,[],경상남도,양산시
20214110,한국수자원공사,밀양시(밀양댐),경상남도 밀양시,단장면 고례리 1719,128.9322222222222,35.481388888888894,[],경상남도,밀양시
20214120,한국수자원공사,청도군(신원리),경상북도 청도군,운문면 신원리,129.0038888888889,35.660555555555554,[],경상북도,청도군
20214130,한국수자원공사,청도군(운문댐),경상북도 청도군,운문면 대천리,128.71527777777777,35.71527777777778,[],경상북도,청도군
20214135,한국수자원공사,경주시(대현리),경상북도 경주시,산내면 대현리 3127-32,129.01472222222222,35.72666666666667,[],경상북도,경주시
20214140,한국수자원공사,울산시(이천리),경상북도 울주군,상북면 이천리 254-3,129.01472222222222,35.56444444444444,[],경상북도,울주군
20224010,환경부,양산시(상북면사무소),경상남도 양산시,상북면 석계리 272-20 (상북면사무소 옥상),129.06444444444446,35.41833333333333,[],경상남도,양산시
20224020,기타,금천,경상북도 청도군,금천면    동곡리    금천면사무소,128.9,35.416666666666664,[],경상북도,청도군
20224030,환경부,김해시(전하동),경상남도 김해시,전하동 1227-2,128.86305555555555,35.20027777777778,[],경상남도,김해시
20224040,환경부,양산시(양산교),경상남도 양산시,신기동 600 (양산교),129.0361111111111,35.3575,[],경상남도,양산시
20224050,환경부,밀양시(삼랑진교),경상남도 밀양시,삼랑진읍 삼랑리 854 (삼랑진교),128.82166666666666,35.3825,[],경상남도,밀양시
20224060,환경부,부산시(구포대교),부산광역시 북구,구포동 1065-1 (구포대교),128.9936111111111,35.203611111111115,[],부산광역시,북구
21014010,환경부,포항시(현내리),경상북도 포항시,북구 기계면 현내리 1112,129.1952777777778,36.07555555555556,[],경상북도,포항시
21014020,환경부,경주시(시래동),경상북도 경주시,시래동 945-49 (시래교 인근),129.3038888888889,35.772777777777776,[],경상북도,경주시
21014030,한국수자원공사,경주시(안계댐),경상북도 경주시 강동면 안계리 산10, ,129.26944444444445,36.035,[],경상북도,경주시
21014040,환경부,경주시(신평리),경상북도 경주시,건천읍 신평리 1267,129.085,35.85861111111111,[],경상북도,경주시
21014050,환경부,포항시(용기리),경상북도 포항시,북구 기북면 관천리 593,129.155,36.11833333333333,[],경상북도,포항시
21014060,환경부,경주시(옥산리),경상북도 경주시,안강읍 옥산리 464-2,129.17916666666665,35.995,[],경상북도,경주시
21014070,환경부,경주시(서천교),경상북도 경주시,서악동 1491-1 (서천교),129.20166666666665,35.838055555555556,[],경상북도,경주시
21014080,환경부,경주시(검단리),경상북도 경주시,안강읍 검단리 1468-28,129.20777777777778,35.93277777777777,[],경상북도,경주시
21014090,환경부,울산시(봉월초교),울산광역시 울주군,두동면 봉계리 1030-3 (봉월초교),129.20694444444445,35.70138888888889,[],울산광역시,울주군
21014100,환경부,경주시(달성교),경상북도 경주시,안강읍 노당리 1503 (달성교),129.23833333333332,36.051944444444445,[],경상북도,경주시
21014110,환경부,경주시(화산리),경상북도 경주시,천북면 화산리 산86-2,129.2902777777778,35.9225,[],경상북도,경주시
21014120,환경부,경주시(영지초교),경상북도 경주시,외동읍 방어리 634 (영지초교),129.29444444444445,35.75416666666667,[],경상북도,경주시
21014130,환경부,경주시(덕동),경상북도 경주시,덕동 산44-4,129.3213888888889,35.843333333333334,[],경상북도,경주시
21014140,환경부,경주시(국당리),경상북도 경주시,강동면 국당리 산92,129.29611111111112,35.994166666666665,[],경상북도,경주시
22014010,환경부,울산시(덕현리),울산광역시 울주군,상북면 덕현리 1199-1 (가지산터널관리사무소),129.04111111111112,35.608333333333334,[],울산광역시,울주군
22014020,환경부,울산시(신답교),울산광역시 북구,상안동 320-1 (신답교),129.34583333333333,35.62972222222222,[],울산광역시,북구
22014030,환경부,울산시(삼동초교),울산광역시 울주군,삼동면 하잠리 953-2 (삼동초교),129.15861111111113,35.52361111111111,[],울산광역시,울주군
22014040,기타,척과,울산광역시 울주군,범서면 척과리 척과초등학교,129.27861111111113,35.61222222222222,[],울산광역시,울주군
22014050,환경부,경주시(연안리),경상북도 경주시,외동읍 연안리 80-7,129.32333333333332,35.721944444444446,[],경상북도,경주시
22014054,한국수자원공사,울산시(사연댐),울산광역시 울주군 범서읍 사연리, ,129.19611111111112,35.57777777777778,[],울산광역시,울주군
22014060,한국수자원공사,울산시(대암댐),울산광역시 울주군 언양읍 구수리, ,129.18305555555554,35.54527777777778,[],울산광역시,울주군
22014080,환경부,울산시(태화교),울산광역시 중구,성남동 337 (태화교),129.30916666666667,35.55277777777778,[],울산광역시,중구
22014082,한국수자원공사,울산시(구미리),울산광역시 울주군 두동면 구미리 566-1, ,129.1963888888889,35.65694444444444,[],울산광역시,울주군
22014084,한국수자원공사,울산시(천전리),울산광역시 울주군 두동면 천전리 306, ,129.17055555555555,35.61888888888889,[],울산광역시,울주군
22014090,환경부,울산시(사연교),울산광역시 울주군,범서읍 사연리 703-1 (사연교),129.20444444444442,35.57222222222222,[],울산광역시,울주군
23014010,환경부,양산시(삼호동),경상남도 양산시,삼호동 953,129.17222222222222,35.41888888888889,[],경상남도,양산시
23014011,한국수자원공사,울산시(선암댐),울산관역시 남구 선암동,산 20-7,129.33166666666665,35.51611111111111,[],울산관역시,남구
24014010,환경부,영양군(신원리),경상북도 영양군,수비면 신원리 330-4 (국도 88호선 일원),129.2097222222222,36.76166666666666,[],경상북도,영양군
24034010,한국수자원공사,경주시(감포댐),경상북도 경주시 감포읍 오류리 산 16-2, ,129.51277777777779,35.83305555555556,[],경상북도,경주시
25034050,한국수자원공사,거제시(구천댐),경상남도 거제시 신현읍 삼거리 529-4, ,128.6663888888889,34.84444444444445,[],경상남도,거제시
25034052,한국수자원공사,거제시(연초댐),경상남도 거제시 연초면 덕치리 107, ,128.66916666666665,34.93611111111111,[],경상남도,거제시
25044010,환경부,부산시(을숙도),부산광역시 사하구,하단동 1149-6번지 (홍수통제소),128.94805555555556,35.109722222222224,[],부산광역시,사하구
30014010,환경부,진안군(마을지원센터),전라북도 진안군,진안읍 진무로 975,127.42305555555556,35.78333333333333,[],전라북도,진안군
30014020,환경부,무주군(안성초교),전라북도 무주군,안성면 칠연로 58,127.655,35.86555555555556,[],전라북도,무주군
30014030,환경부,용담,전라북도 진안군,용담면    옥거리    용담초교,127.53611111111111,35.94416666666666,[],전라북도,진안군
30014040,환경부,장수군(장수초교),전라북도 장수군,장수읍 향교길 11-8,127.52277777777778,35.6475,[],전라북도,장수군
30014080,환경부,진안군(대불리),전라북도 진안군,주천면 대불리 1138,127.365,35.961666666666666,[],전라북도,진안군
30014090,한국수자원공사,진안, , ,127.43277777777779,35.909444444444446,[],,
30014100,한국수자원공사,장수, , ,127.52277777777778,35.64805555555556,[],,
30014120,환경부,무주군(원통사),전라북도 무주군,안성면 죽천리 산175-1,127.69722222222222,35.81722222222223,[],전라북도,무주군
30014130,한국수자원공사,계북, , ,127.63416666666667,35.78472222222222,[],,
30014140,한국수자원공사,진안군(황금리),전라북도 진안군,부귀면 황금리 산118-9,127.40333333333334,35.86,[],전라북도,진안군
30014150,한국수자원공사,진안군(주평리),전라북도 진안군,상전면 주평리 579-5,127.48611111111111,35.80305555555555,[],전라북도,진안군
30014160,한국수자원공사,장수군(장판리),전라북도 장수군,천천면 장판리 418-1,127.51361111111112,35.681666666666665,[],전라북도,장수군
30014170,한국수자원공사,진안군(신괴리),전라북도 진안군,안천면 신괴리 177-1,127.54666666666667,35.86694444444444,[],전라북도,진안군
30014180,한국수자원공사,장수군(삼봉리),전라북도 장수군,장계면 삼봉리 748-4,127.60083333333333,35.715,[],전라북도,장수군
30014190,한국수자원공사,장수군(원촌리),전라북도 장수군,계북면 원촌리 1050-58,127.62944444444443,35.8075,[],전라북도,장수군
30014210,한국수자원공사,진안군(주양리),전라북도 진안군,주천면 주양리 산17-9,127.42611111111111,35.967777777777776,[],전라북도,진안군
30034010,환경부,무주군(무주중앙초교),전라북도 무주군,무주읍 읍내리 향학로 87,127.66305555555556,36.011944444444445,[],전라북도,무주군
30034020,환경부,무주군(적상초교),전라북도 무주군,적상면 사산리 1235-1,127.65666666666667,35.931666666666665,[],전라북도,무주군
30034030,한국수자원공사,무주군(삼가리),전라북도 무주군,적상면 삼가리 산329-1,127.66055555555556,35.893055555555556,[],전라북도,무주군
30034040,환경부,무주군(구천정수장),전라북도 무주군,설천면 백련사길 132,127.77694444444444,35.88583333333333,[],전라북도,무주군
30034050,한국수자원공사,무주군(증산리),전라북도 무주군,무풍면 증산리 791-2,127.84722222222221,35.94638888888888,[],전라북도,무주군
30034060,한국수자원공사,무주군(기곡리),전라북도 무주군,설천면 기곡리 408-1,127.71805555555555,36.01277777777778,[],전라북도,무주군
30044010,기타,영동,충청북도 영동군,영동읍              영동농고,127.78333333333333,36.18333333333333,[],충청북도,영동군
30044020,기타,금산,전라북도 금산군,금산읍    중도리    금산군청,127.5,36.1,[],전라북도,금산군
30044030,한국수자원공사,금산군(선원리),충청남도 금산군,부리면 선원리 산142,127.53666666666666,36.07055555555556,[],충청남도,금산군
30044040,한국수자원공사,영동군(산막리),충청북도 영동군,양강면 산막리 산17-1,127.79138888888889,36.11138888888889,[],충청북도,영동군
30054010,환경부,상주시(삼포리),경상북도 상주시,모서면 삼포리 산22-4,127.95777777777778,36.33861111111111,[],경상북도,상주시
30054020,환경부,영동군(궁촌리),충청북도 영동군,상촌면 궁촌5길 6,127.9175,36.10777777777778,[],충청북도,영동군
30054030,한국수자원공사,영동군(남성리),충청북도 영동군,황간면 남성리 산4-1,127.91638888888889,36.23583333333333,[],충청북도,영동군
30054040,환경부,상주시(화동초교),경상북도 상주시,화동면 이소1길 78,127.95194444444445,36.39222222222222,[],경상북도,상주시
30054050,환경부,상주시(화령초교),경상북도 상주시,화서면 화령로 57,127.95222222222222,36.4475,[],경상북도,상주시
30054060,환경부,영동군(웅북리),충청북도 영동군,추풍령면 웅북리 555-11,128.02027777777778,36.25694444444444,[],충청북도,영동군
30054070,한국수자원공사,상주시(득수리),경상북도 상주시,모서면 득수리 250-1,127.90027777777779,36.33111111111111,[],경상북도,상주시
30054080,한국수자원공사,영동군(궁촌리2),충청북도 영동군,상촌면 궁촌리 128-1,127.92888888888889,36.33111111111111,[],충청북도,영동군
30064010,기타,개심,충청북도 옥천군,이원면    개심리,127.63333333333334,36.2,[],충청북도,옥천군
30064020,한국수자원공사,옥천군(원동리),충청북도 옥천군,이원면 원동리 산26-2,127.6525,36.23888888888889,[],충청북도,옥천군
30074010,환경부,옥천군(청산초교),충청북도 옥천군,청산면 지전길 36-19,127.79416666666667,36.346111111111114,[],충청북도,옥천군
30074030,환경부,보은군(삼산초교),충청북도 보은군,보은읍 보은로 109-6,127.71666666666667,36.485,[],충청북도,보은군
30074040,환경부,보은, , ,127.73333333333333,36.46666666666667,[],,
30074050,환경부,보은군(관기초교),충청북도 보은군,마로면 관기송현로 109,127.82194444444444,36.43555555555555,[],충청북도,보은군
30074060,한국수자원공사,보은군(구병리),충청북도 보은군,속리산면 구병리 산5,127.87722222222222,36.47527777777778,[],충청북도,보은군
30074070,환경부,옥천군(도로관리사업소),충청북도 옥천군,청성면 남부로 3172,127.73416666666667,36.373333333333335,[],충청북도,옥천군
30074080,환경부,보은군(동정리),충청북도 보은군,수한면 동정리 75-3,127.66416666666667,36.47361111111111,[],충청북도,보은군
30074090,환경부,보은군(이원리),충청북도 보은군,내북면 이원리 234-3,127.67777777777778,36.54222222222222,[],충청북도,보은군
30074100,환경부,옥천군(묘금리),충청북도 옥천군,청성면 묘금리 67-2,127.73222222222222,36.27583333333333,[],충청북도,옥천군
30074110,환경부,보은군(송죽초교),충청북도 보은군,삼승면 남부로 3927,127.73444444444445,36.43722222222222,[],충청북도,보은군
30074130,환경부,보은군(삼가분교),충청북도 보은군,속리산면 삼가구병길 9,127.86083333333333,36.49111111111111,[],충청북도,보은군
30074140,한국수자원공사,보은군(신함리),충청북도 보은군,보은읍 신함리 452-2,127.72722222222222,36.516666666666666,[],충청북도,보은군
30074150,한국수자원공사,옥천군(산계리),충청북도 옥천군,청성면 산계리 산64,127.73722222222223,36.31083333333333,[],충청북도,옥천군
30074160,한국수자원공사,부여군(삼산리),충청남도 부여군,외산면 삼산리 84,126.71694444444445,36.34277777777778,[],충청남도,부여군
30084010,환경부,옥천,충청북도 옥천군,옥천면 매화리 농업기술센터,127.59861111111111,36.29722222222222,[],충청북도,옥천군
30084030,환경부,옥천군(안내초교),충청북도 옥천군,안내면 현리길 74,127.66166666666668,36.39416666666666,[],충청북도,옥천군
30084040,한국수자원공사,옥천군(대정리),충청북도 옥천군,군북면 대정리 답574-8,127.54166666666667,36.38472222222222,[],충청북도,옥천군
30084050,한국수자원공사,금산군(마전리),충청남도 금산군,추부면 마전리 353-2,127.46944444444445,36.19,[],충청남도,금산군
30084060,한국수자원공사,금산군(상곡리),충청북도 옥천군,이원면 윤정리 268-1,127.57638888888889,36.20472222222222,[],충청북도,옥천군
30084070,환경부,청주시(문화재조사연구단),충청북도 청주시,서원구 현도면 노산2길 3-57,127.44416666666667,36.455000000000005,[],충청북도,청주시
30084080,한국수자원공사,청원군(상장리),충청북도 청주시,문의면 상장리 산1-8,127.50861111111111,36.51277777777778,[],충청북도,청주시
30084090,한국수자원공사,옥천군(인포리),충청북도 옥천군,안내면 인포리 390-2,127.65611111111112,36.36972222222222,[],충청북도,옥천군
30094010,환경부,금산군(신대리),충청남도 금산군,복수면 신대리 448,127.37916666666666,36.21388888888889,[],충청남도,금산군
30094020,환경부,대전시(원촌교),대전광역시 대덕구,대화동 원촌교,127.41000000000001,36.37833333333333,[],대전광역시,대덕구
30094030,환경부,대전시(두계교),대전광역시 유성구,방동 두계교,127.27888888888889,36.26638888888889,[],대전광역시,유성구
30094040,환경부,대전시(만년교),대전광역시 서구,월평동 만년교,127.34972222222221,36.35166666666667,[],대전광역시,서구
30094050,환경부,대전시(인창교),대전광역시 동구,인동 인창교,127.43444444444445,36.32361111111111,[],대전광역시,동구
30104010,환경부,세종시(부강면사무소),세종특별자치시,부강면 부강5길 38,127.3711111111111,36.52916666666667,[],세종특별자치시,
30114010,환경부,천안시(병천초교),충청남도 천안시,병천면 병천2로 35,127.3,36.765,[],충청남도,천안시
30114020,환경부,청주시(흥덕교),충청북도 청주시,흥덕구 운천동 흥덕교,127.48138888888889,36.64666666666667,[],충청북도,청주시
30114030,환경부,진천군(진천여중),충청북도 진천군,진천읍 성석리 산8-6,127.45611111111111,36.869166666666665,[],충청북도,진천군
30114040,환경부,청주시(가덕초교),충청북도 청주시상당구,가덕면 병암리 97-1,127.5775,36.57805555555556,[],충청북도,청주시상당구
30114050,환경부,음성군(대소보건지소),충청북도 음성군,대소면 오태로 57-16,127.48388888888888,36.972500000000004,[],충청북도,음성군
30114060,환경부,증평군(반탄교),충청북도 증평군,증평읍 초중리 518 (반탄교),127.57249999999999,36.78361111111111,[],충청북도,증평군
30114070,환경부,세종시(농정원),세종특별자치시,조치원읍 군청로 87-16,127.2925,36.5925,[],세종특별자치시,
30114090,환경부,음성군(쌍봉리),충청북도 음성군,금왕면 쌍봉리 488,127.55527777777777,37.00277777777778,[],충청북도,음성군
30114100,환경부,천안시(화청교),충청남도 천안시,동면 화덕리 650,127.39805555555556,36.761944444444445,[],충청남도,천안시
30114110,환경부,옥산,충청북도 청원군 옥산면,환희리,127.36166666666666,36.67444444444444,[],충청북도,청원군
30114120,환경부,초평,충청북도 진천군 초평면,용정리 금곡교,127.53166666666667,36.846944444444446,[],충청북도,진천군
30124010,환경부,공주시(금강교),충청남도 공주시,신관동 금강교입구,127.12777777777777,36.47027777777778,[],충청남도,공주시
30124020,환경부,부여군(홍산초교),충청남도 부여군,홍산면 홍산로111번길 7,126.7625,36.2175,[],충청남도,부여군
30124030,기타,부여,충청북도 부여군,부여읍    구료리,126.91666666666667,36.266666666666666,[],충청북도,부여군
30124040,환경부,청양군(청양읍사무소),충청남도 청양군,청양읍 칠갑산로9길 32,126.80666666666666,36.453611111111115,[],충청남도,청양군
30124050,환경부,청양군(119안전센터),충청남도 청양군,정산면 용두리 76-8,126.94,36.418055555555554,[],충청남도,청양군
